RK,TEAM,DATE,SEASON
13,RIT,2014-10-06,2014
1,Wisconsin,2014-10-13,2014
2,Minnesota,2014-10-13,2014
3,Harvard,2014-10-13,2014
4,Boston College,2014-10-13,2014
5,Cornell,2014-10-13,2014
6,Boston University,2014-10-13,2014
7,Clarkson,2014-10-13,2014
8,Mercyhurst,2014-10-13,2014
9,Quinnipiac,2014-10-13,2014
10,North Dakota,2014-10-13,2014
11,Bemidji State,2014-10-13,2014
12,Minnesota Duluth,2014-10-13,2014
13,St. Lawrence,2014-10-13,2014
1,Minnesota,2014-10-20,2014
2,Wisconsin,2014-10-20,2014
3,Boston College,2014-10-20,2014
4,Harvard,2014-10-20,2014
5,Cornell,2014-10-20,2014
6,Boston University,2014-10-20,2014
7,Quinnipiac,2014-10-20,2014
8,Mercyhurst,2014-10-20,2014
9,North Dakota,2014-10-20,2014
10,Clarkson,2014-10-20,2014
11,Minnesota Duluth,2014-10-20,2014
12,Northeastern,2014-10-20,2014
13,St. Lawrence,2014-10-20,2014
1,Minnesota,2014-10-27,2014
2,Boston College,2014-10-27,2014
3,Wisconsin,2014-10-27,2014
4,Harvard,2014-10-27,2014
5,Quinnipiac,2014-10-27,2014
6,Boston University,2014-10-27,2014
7,Mercyhurst,2014-10-27,2014
8,Cornell,2014-10-27,2014
9,Clarkson,2014-10-27,2014
10,Minnesota Duluth,2014-10-27,2014
10,North Dakota,2014-10-27,2014
12,St. Lawrence,2014-10-27,2014
13,Ohio State,2014-10-27,2014
13,RIT,2014-10-27,2014
1,Boston College,2014-11-03,2014
2,Minnesota,2014-11-03,2014
3,Wisconsin,2014-11-03,2014
4,Harvard,2014-11-03,2014
5,Quinnipiac,2014-11-03,2014
6,Boston University,2014-11-03,2014
7,Mercyhurst,2014-11-03,2014
8,Clarkson,2014-11-03,2014
9,Minnesota Duluth,2014-11-03,2014
10,North Dakota,2014-11-03,2014
11,Cornell,2014-11-03,2014
12,Bemidji State,2014-11-03,2014
13,Dartmouth,2014-11-03,2014
13,St. Lawrence,2014-11-03,2014
13,Vermont,2014-11-03,2014
1,Boston College,2014-11-10,2014
2,Minnesota,2014-11-10,2014
3,Wisconsin,2014-11-10,2014
4,Harvard,2014-11-10,2014
5,Quinnipiac,2014-11-10,2014
6,Boston University,2014-11-10,2014
7,Clarkson,2014-11-10,2014
8,Mercyhurst,2014-11-10,2014
9,Minnesota Duluth,2014-11-10,2014
10,Dartmouth,2014-11-10,2014
11,North Dakota,2014-11-10,2014
12,Bemidji State,2014-11-10,2014
13,Cornell,2014-11-10,2014
13,Princeton,2014-11-10,2014
1,Boston College,2014-11-17,2014
2,Minnesota,2014-11-17,2014
3,Wisconsin,2014-11-17,2014
4,Quinnipiac,2014-11-17,2014
5,Clarkson,2014-11-17,2014
6,Harvard,2014-11-17,2014
7,Boston University,2014-11-17,2014
8,Mercyhurst,2014-11-17,2014
9,Bemidji State,2014-11-17,2014
10,Minnesota Duluth,2014-11-17,2014
11,Princeton,2014-11-17,2014
12,Cornell,2014-11-17,2014
13,St. Lawrence,2014-11-17,2014
1,Boston College,2014-11-24,2014
2,Minnesota,2014-11-24,2014
3,Wisconsin,2014-11-24,2014
4,Quinnipiac,2014-11-24,2014
5,Clarkson,2014-11-24,2014
6,Boston University,2014-11-24,2014
7,Harvard,2014-11-24,2014
8,Mercyhurst,2014-11-24,2014
9,Minnesota Duluth,2014-11-24,2014
10,Bemidji State,2014-11-24,2014
11,St. Lawrence,2014-11-24,2014
1,Boston College,2014-12-01,2014
2,Minnesota,2014-12-01,2014
3,Wisconsin,2014-12-01,2014
4,Quinnipiac,2014-12-01,2014
5,Boston University,2014-12-01,2014
6,Clarkson,2014-12-01,2014
7,Mercyhurst,2014-12-01,2014
8,Minnesota Duluth,2014-12-01,2014
9,Bemidji State,2014-12-01,2014
10,Harvard,2014-12-01,2014
11,St. Lawrence,2014-12-01,2014
1,Boston College,2014-12-08,2014
2,Minnesota,2014-12-08,2014
3,Wisconsin,2014-12-08,2014
4,Boston University,2014-12-08,2014
5,Quinnipiac,2014-12-08,2014
6,Mercyhurst,2014-12-08,2014
7,Minnesota Duluth,2014-12-08,2014
8,Harvard,2014-12-08,2014
9,Bemidji State,2014-12-08,2014
10,Clarkson,2014-12-08,2014
11,Cornell,2014-12-08,2014
1,Boston College,2014-12-15,2014
2,Minnesota,2014-12-15,2014
3,Wisconsin,2014-12-15,2014
4,Boston University,2014-12-15,2014
5,Quinnipiac,2014-12-15,2014
6,Harvard,2014-12-15,2014
6,Minnesota Duluth,2014-12-15,2014
8,Clarkson,2014-12-15,2014
9,Bemidji State,2014-12-15,2014
10,Mercyhurst,2014-12-15,2014
11,Cornell,2014-12-15,2014
1,Boston College,2015-01-05,2015
2,Minnesota,2015-01-05,2015
3,Wisconsin,2015-01-05,2015
4,Boston University,2015-01-05,2015
5,Quinnipiac,2015-01-05,2015
6,Harvard,2015-01-05,2015
7,Minnesota Duluth,2015-01-05,2015
8,Clarkson,2015-01-05,2015
9,Mercyhurst,2015-01-05,2015
10,Cornell,2015-01-05,2015
10,Ohio State,2015-01-05,2015
12,Bemidji State,2015-01-05,2015
1,Boston College,2015-01-12,2015
2,Minnesota,2015-01-12,2015
3,Wisconsin,2015-01-12,2015
4,Quinnipiac,2015-01-12,2015
5,Harvard,2015-01-12,2015
6,Boston University,2015-01-12,2015
7,Minnesota Duluth,2015-01-12,2015
8,Clarkson,2015-01-12,2015
9,Mercyhurst,2015-01-12,2015
10,Ohio State,2015-01-12,2015
11,Cornell,2015-01-12,2015
12,Bemidji State,2015-01-12,2015
1,Boston College,2015-01-19,2015
2,Minnesota,2015-01-19,2015
3,Quinnipiac,2015-01-19,2015
4,Wisconsin,2015-01-19,2015
5,Harvard,2015-01-19,2015
6,Minnesota Duluth,2015-01-19,2015
7,Boston University,2015-01-19,2015
7,Clarkson,2015-01-19,2015
9,Mercyhurst,2015-01-19,2015
10,Cornell,2015-01-19,2015
11,Bemidji State,2015-01-19,2015
13,Ohio State,2015-01-19,2015
1,Boston College,2015-01-26,2015
2,Minnesota,2015-01-26,2015
3,Wisconsin,2015-01-26,2015
4,Harvard,2015-01-26,2015
5,Quinnipiac,2015-01-26,2015
6,Minnesota Duluth,2015-01-26,2015
7,Boston University,2015-01-26,2015
8,Clarkson,2015-01-26,2015
9,St. Lawrence,2015-01-26,2015
10,Cornell,2015-01-26,2015
11,Mercyhurst,2015-01-26,2015
12,North Dakota,2015-01-26,2015
13,Bemidji State,2015-01-26,2015
1,Boston College,2015-02-02,2015
2,Minnesota,2015-02-02,2015
3,Wisconsin,2015-02-02,2015
4,Harvard,2015-02-02,2015
5,Quinnipiac,2015-02-02,2015
6,Boston University,2015-02-02,2015
7,Minnesota Duluth,2015-02-02,2015
8,St. Lawrence,2015-02-02,2015
9,Cornell,2015-02-02,2015
10,Clarkson,2015-02-02,2015
11,North Dakota,2015-02-02,2015
12,Ohio State,2015-02-02,2015
13,Princeton,2015-02-02,2015
1,Boston College,2015-02-09,2015
2,Minnesota,2015-02-09,2015
3,Wisconsin,2015-02-09,2015
4,Harvard,2015-02-09,2015
5,Quinnipiac,2015-02-09,2015
6,Minnesota Duluth,2015-02-09,2015
7,Boston University,2015-02-09,2015
8,Clarkson,2015-02-09,2015
9,North Dakota,2015-02-09,2015
10,Cornell,2015-02-09,2015
11,St. Lawrence,2015-02-09,2015
12,Princeton,2015-02-09,2015
1,Boston College,2015-02-16,2015
2,Minnesota,2015-02-16,2015
3,Harvard,2015-02-16,2015
4,Wisconsin,2015-02-16,2015
5,Quinnipiac,2015-02-16,2015
6,Boston University,2015-02-16,2015
7,Clarkson,2015-02-16,2015
7,North Dakota,2015-02-16,2015
9,Minnesota Duluth,2015-02-16,2015
10,St. Lawrence,2015-02-16,2015
11,Ohio State,2015-02-16,2015
12,Cornell,2015-02-16,2015
13,Princeton,2015-02-16,2015
1,Boston College,2015-02-23,2015
2,Minnesota,2015-02-23,2015
3,Wisconsin,2015-02-23,2015
4,Harvard,2015-02-23,2015
5,Clarkson,2015-02-23,2015
6,Quinnipiac,2015-02-23,2015
7,Boston University,2015-02-23,2015
8,North Dakota,2015-02-23,2015
9,Minnesota Duluth,2015-02-23,2015
10,St. Lawrence,2015-02-23,2015
11,Cornell,2015-02-23,2015
12,Ohio State,2015-02-23,2015
1,Boston College,2015-03-02,2015
2,Minnesota,2015-03-02,2015
3,Wisconsin,2015-03-02,2015
4,Harvard,2015-03-02,2015
5,Clarkson,2015-03-02,2015
6,Quinnipiac,2015-03-02,2015
7,Boston University,2015-03-02,2015
8,North Dakota,2015-03-02,2015
9,Cornell,2015-03-02,2015
10,Bemidji State,2015-03-02,2015
11,Minnesota Duluth,2015-03-02,2015
12,St. Lawrence,2015-03-02,2015
1,Boston College,2015-03-09,2015
2,Minnesota,2015-03-09,2015
3,Wisconsin,2015-03-09,2015
4,Harvard,2015-03-09,2015
5,Boston University,2015-03-09,2015
6,Quinnipiac,2015-03-09,2015
7,Clarkson,2015-03-09,2015
8,North Dakota,2015-03-09,2015
9,Cornell,2015-03-09,2015
10,Bemidji State,2015-03-09,2015
11,Minnesota Duluth,2015-03-09,2015
11,RIT,2015-03-09,2015
1,Minnesota,2015-03-23,2015
2,Harvard,2015-03-23,2015
3,Boston College,2015-03-23,2015
4,Wisconsin,2015-03-23,2015
5,Boston University,2015-03-23,2015
6,Quinnipiac,2015-03-23,2015
7,Clarkson,2015-03-23,2015
8,North Dakota,2015-03-23,2015
9,Cornell,2015-03-23,2015
10,Bemidji State,2015-03-23,2015
11,Minnesota Duluth,2015-03-23,2015
12,RIT,2015-03-23,2015
1,Minnesota,2015-09-21,2015
2,Boston College,2015-09-21,2015
3,Wisconsin,2015-09-21,2015
4,Harvard,2015-09-21,2015
5,Clarkson,2015-09-21,2015
6,North Dakota,2015-09-21,2015
7,Quinnipiac,2015-09-21,2015
8,Boston University,2015-09-21,2015
9,Bemidji State,2015-09-21,2015
10,Cornell,2015-09-21,2015
11,Northeastern,2015-09-21,2015
12,Mercyhurst,2015-09-21,2015
13,Minnesota Duluth,2015-09-21,2015
14,St. Lawrence,2015-09-21,2015
1,Minnesota,2015-10-05,2015
2,Boston College,2015-10-05,2015
3,Wisconsin,2015-10-05,2015
4,Harvard,2015-10-05,2015
5,Clarkson,2015-10-05,2015
6,North Dakota,2015-10-05,2015
7,Boston University,2015-10-05,2015
8,Quinnipiac,2015-10-05,2015
9,Bemidji State,2015-10-05,2015
10,Cornell,2015-10-05,2015
11,Northeastern,2015-10-05,2015
12,Mercyhurst,2015-10-05,2015
13,Minnesota Duluth,2015-10-05,2015
1,Minnesota,2015-10-12,2015
2,Boston College,2015-10-12,2015
2,Wisconsin,2015-10-12,2015
4,Clarkson,2015-10-12,2015
5,Harvard,2015-10-12,2015
6,North Dakota,2015-10-12,2015
7,Quinnipiac,2015-10-12,2015
8,Bemidji State,2015-10-12,2015
9,Boston University,2015-10-12,2015
10,Cornell,2015-10-12,2015
11,Mercyhurst,2015-10-12,2015
12,Northeastern,2015-10-12,2015
13,Lindenwood,2015-10-12,2015
1,Minnesota,2015-10-19,2015
2,Boston College,2015-10-19,2015
3,Wisconsin,2015-10-19,2015
4,Clarkson,2015-10-19,2015
5,Harvard,2015-10-19,2015
6,Bemidji State,2015-10-19,2015
7,North Dakota,2015-10-19,2015
8,Quinnipiac,2015-10-19,2015
9,Cornell,2015-10-19,2015
10,Northeastern,2015-10-19,2015
11,Boston University,2015-10-19,2015
12,Penn State,2015-10-19,2015
1,Minnesota,2015-10-26,2015
2,Boston College,2015-10-26,2015
3,Wisconsin,2015-10-26,2015
4,Clarkson,2015-10-26,2015
5,Quinnipiac,2015-10-26,2015
6,Bemidji State,2015-10-26,2015
7,North Dakota,2015-10-26,2015
8,Harvard,2015-10-26,2015
9,Northeastern,2015-10-26,2015
10,Dartmouth,2015-10-26,2015
11,Cornell,2015-10-26,2015
12,Connecticut,2015-10-26,2015
13,Colgate,2015-10-26,2015
13,Minnesota Duluth,2015-10-26,2015
13,Princeton,2015-10-26,2015
13,St. Lawrence,2015-10-26,2015
1,Wisconsin,2015-11-02,2015
2,Boston College,2015-11-02,2015
3,Minnesota,2015-11-02,2015
4,Clarkson,2015-11-02,2015
5,North Dakota,2015-11-02,2015
6,Bemidji State,2015-11-02,2015
7,Quinnipiac,2015-11-02,2015
8,Northeastern,2015-11-02,2015
9,Harvard,2015-11-02,2015
10,Princeton,2015-11-02,2015
11,Dartmouth,2015-11-02,2015
12,Minnesota Duluth,2015-11-02,2015
13,Colgate,2015-11-02,2015
13,St. Lawrence,2015-11-02,2015
1,Wisconsin,2015-11-09,2015
2,Boston College,2015-11-09,2015
3,Minnesota,2015-11-09,2015
4,Clarkson,2015-11-09,2015
5,Bemidji State,2015-11-09,2015
6,North Dakota,2015-11-09,2015
7,Northeastern,2015-11-09,2015
8,Quinnipiac,2015-11-09,2015
9,Harvard,2015-11-09,2015
10,Princeton,2015-11-09,2015
11,Dartmouth,2015-11-09,2015
12,Colgate,2015-11-09,2015
1,Wisconsin,2015-11-16,2015
2,Boston College,2015-11-16,2015
3,Minnesota,2015-11-16,2015
4,Clarkson,2015-11-16,2015
5,Northeastern,2015-11-16,2015
6,Bemidji State,2015-11-16,2015
7,North Dakota,2015-11-16,2015
8,Quinnipiac,2015-11-16,2015
9,Harvard,2015-11-16,2015
10,Princeton,2015-11-16,2015
11,Colgate,2015-11-16,2015
12,Dartmouth,2015-11-16,2015
1,Wisconsin,2015-11-23,2015
2,Boston College,2015-11-23,2015
3,Minnesota,2015-11-23,2015
4,Northeastern,2015-11-23,2015
5,Quinnipiac,2015-11-23,2015
6,Clarkson,2015-11-23,2015
7,Bemidji State,2015-11-23,2015
8,Harvard,2015-11-23,2015
9,North Dakota,2015-11-23,2015
10,Colgate,2015-11-23,2015
11,Princeton,2015-11-23,2015
12,Minnesota Duluth,2015-11-23,2015
12,St. Lawrence,2015-11-23,2015
14,Boston University,2015-11-23,2015
1,Wisconsin,2015-11-30,2015
2,Boston College,2015-11-30,2015
3,Minnesota,2015-11-30,2015
4,Quinnipiac,2015-11-30,2015
5,Clarkson,2015-11-30,2015
6,Bemidji State,2015-11-30,2015
7,Harvard,2015-11-30,2015
8,Northeastern,2015-11-30,2015
9,North Dakota,2015-11-30,2015
10,Minnesota Duluth,2015-11-30,2015
11,Colgate,2015-11-30,2015
12,Princeton,2015-11-30,2015
13,St. Lawrence,2015-11-30,2015
1,Wisconsin,2015-12-07,2015
2,Boston College,2015-12-07,2015
3,Minnesota,2015-12-07,2015
4,Quinnipiac,2015-12-07,2015
5,Bemidji State,2015-12-07,2015
5,Clarkson,2015-12-07,2015
7,Northeastern,2015-12-07,2015
8,Harvard,2015-12-07,2015
9,North Dakota,2015-12-07,2015
10,Colgate,2015-12-07,2015
11,Princeton,2015-12-07,2015
12,Minnesota Duluth,2015-12-07,2015
1,Boston College,2015-12-14,2015
2,Wisconsin,2015-12-14,2015
3,Minnesota,2015-12-14,2015
4,Quinnipiac,2015-12-14,2015
5,Bemidji State,2015-12-14,2015
6,Clarkson,2015-12-14,2015
7,North Dakota,2015-12-14,2015
8,Northeastern,2015-12-14,2015
9,Harvard,2015-12-14,2015
10,Colgate,2015-12-14,2015
11,Princeton,2015-12-14,2015
12,Minnesota Duluth,2015-12-14,2015
1,Boston College,2016-01-04,2016
2,Wisconsin,2016-01-04,2016
3,Minnesota,2016-01-04,2016
4,Quinnipiac,2016-01-04,2016
5,Clarkson,2016-01-04,2016
6,Bemidji State,2016-01-04,2016
7,North Dakota,2016-01-04,2016
8,Northeastern,2016-01-04,2016
9,Harvard,2016-01-04,2016
10,Colgate,2016-01-04,2016
11,Princeton,2016-01-04,2016
12,Minnesota Duluth,2016-01-04,2016
12,Robert Morris,2016-01-04,2016
1,Boston College,2016-01-11,2016
2,Wisconsin,2016-01-11,2016
3,Minnesota,2016-01-11,2016
4,Quinnipiac,2016-01-11,2016
5,Clarkson,2016-01-11,2016
6,Bemidji State,2016-01-11,2016
7,Northeastern,2016-01-11,2016
8,Harvard,2016-01-11,2016
9,North Dakota,2016-01-11,2016
10,Princeton,2016-01-11,2016
11,Colgate,2016-01-11,2016
12,Boston University,2016-01-11,2016
1,Boston College,2016-01-18,2016
2,Wisconsin,2016-01-18,2016
3,Minnesota,2016-01-18,2016
4,Quinnipiac,2016-01-18,2016
5,Clarkson,2016-01-18,2016
6,Northeastern,2016-01-18,2016
7,Bemidji State,2016-01-18,2016
8,North Dakota,2016-01-18,2016
9,Princeton,2016-01-18,2016
10,Colgate,2016-01-18,2016
11,Harvard,2016-01-18,2016
12,St. Lawrence,2016-01-18,2016
1,Boston College,2016-01-25,2016
2,Wisconsin,2016-01-25,2016
3,Minnesota,2016-01-25,2016
4,Quinnipiac,2016-01-25,2016
5,Clarkson,2016-01-25,2016
6,Northeastern,2016-01-25,2016
7,Bemidji State,2016-01-25,2016
8,North Dakota,2016-01-25,2016
9,Princeton,2016-01-25,2016
10,Colgate,2016-01-25,2016
11,Harvard,2016-01-25,2016
12,St. Lawrence,2016-01-25,2016
1,Boston College,2016-02-01,2016
2,Wisconsin,2016-02-01,2016
3,Minnesota,2016-02-01,2016
4,Quinnipiac,2016-02-01,2016
5,Clarkson,2016-02-01,2016
5,Northeastern,2016-02-01,2016
7,Bemidji State,2016-02-01,2016
8,North Dakota,2016-02-01,2016
9,Princeton,2016-02-01,2016
10,Colgate,2016-02-01,2016
11,Harvard,2016-02-01,2016
1,Boston College,2016-02-08,2016
2,Wisconsin,2016-02-08,2016
3,Minnesota,2016-02-08,2016
4,Quinnipiac,2016-02-08,2016
5,Clarkson,2016-02-08,2016
6,Northeastern,2016-02-08,2016
7,Bemidji State,2016-02-08,2016
8,Princeton,2016-02-08,2016
9,North Dakota,2016-02-08,2016
10,Colgate,2016-02-08,2016
1,Boston College,2016-02-15,2016
2,Wisconsin,2016-02-15,2016
3,Minnesota,2016-02-15,2016
4,Quinnipiac,2016-02-15,2016
5,Clarkson,2016-02-15,2016
6,Northeastern,2016-02-15,2016
7,Bemidji State,2016-02-15,2016
8,Princeton,2016-02-15,2016
9,North Dakota,2016-02-15,2016
10,Colgate,2016-02-15,2016
11,Harvard,2016-02-15,2016
1,Boston College,2016-02-22,2016
2,Minnesota,2016-02-22,2016
3,Wisconsin,2016-02-22,2016
4,Quinnipiac,2016-02-22,2016
5,Clarkson,2016-02-22,2016
6,Northeastern,2016-02-22,2016
7,Bemidji State,2016-02-22,2016
8,Princeton,2016-02-22,2016
9,Colgate,2016-02-22,2016
10,North Dakota,2016-02-22,2016
11,Harvard,2016-02-22,2016
1,Boston College,2016-02-29,2016
2,Minnesota,2016-02-29,2016
3,Wisconsin,2016-02-29,2016
4,Quinnipiac,2016-02-29,2016
5,Clarkson,2016-02-29,2016
6,Northeastern,2016-02-29,2016
7,Colgate,2016-02-29,2016
8,North Dakota,2016-02-29,2016
9,Princeton,2016-02-29,2016
10,Bemidji State,2016-02-29,2016
11,Boston University,2016-02-29,2016
12,St. Lawrence,2016-02-29,2016
1,Boston College,2016-03-07,2016
2,Wisconsin,2016-03-07,2016
3,Minnesota,2016-03-07,2016
4,Quinnipiac,2016-03-07,2016
5,Clarkson,2016-03-07,2016
6,Northeastern,2016-03-07,2016
7,Princeton,2016-03-07,2016
8,Colgate,2016-03-07,2016
9,North Dakota,2016-03-07,2016
10,Bemidji State,2016-03-07,2016
11,Mercyhurst,2016-03-07,2016
12,St. Lawrence,2016-03-07,2016
13,Boston University,2016-03-07,2016
1,Minnesota,2016-03-21,2016
2,Boston College,2016-03-21,2016
3,Wisconsin,2016-03-21,2016
4,Clarkson,2016-03-21,2016
5,Quinnipiac,2016-03-21,2016
6,Northeastern,2016-03-21,2016
7,Princeton,2016-03-21,2016
8,Colgate,2016-03-21,2016
9,North Dakota,2016-03-21,2016
10,Bemidji State,2016-03-21,2016
11,Mercyhurst,2016-03-21,2016
12,St. Lawrence,2016-03-21,2016
13,Boston University,2016-03-21,2016
1,Wisconsin,2016-09-19,2016
2,Minnesota,2016-09-19,2016
3,Boston College,2016-09-19,2016
4,Quinnipiac,2016-09-19,2016
5,Clarkson,2016-09-19,2016
6,North Dakota,2016-09-19,2016
7,Princeton,2016-09-19,2016
8,Colgate,2016-09-19,2016
9,Northeastern,2016-09-19,2016
10,Boston University,2016-09-19,2016
11,Bemidji State,2016-09-19,2016
12,Minnesota Duluth,2016-09-19,2016
13,Cornell,2016-09-19,2016
13,Harvard,2016-09-19,2016
13,Mercyhurst,2016-09-19,2016
1,Wisconsin,2016-10-03,2016
2,Minnesota,2016-10-03,2016
3,Quinnipiac,2016-10-03,2016
4,Clarkson,2016-10-03,2016
5,Boston College,2016-10-03,2016
6,Minnesota Duluth,2016-10-03,2016
7,North Dakota,2016-10-03,2016
8,Colgate,2016-10-03,2016
9,Boston University,2016-10-03,2016
10,Princeton,2016-10-03,2016
11,Bemidji State,2016-10-03,2016
12,St. Lawrence,2016-10-03,2016
13,Cornell,2016-10-03,2016
14,Mercyhurst,2016-10-03,2016
15,Northeastern,2016-10-03,2016
1,Wisconsin,2016-10-10,2016
2,Quinnipiac,2016-10-10,2016
3,Minnesota,2016-10-10,2016
4,Minnesota Duluth,2016-10-10,2016
5,Boston College,2016-10-10,2016
6,Colgate,2016-10-10,2016
7,Clarkson,2016-10-10,2016
8,Bemidji State,2016-10-10,2016
9,St. Lawrence,2016-10-10,2016
10,North Dakota,2016-10-10,2016
11,Princeton,2016-10-10,2016
12,Boston University,2016-10-10,2016
1,Wisconsin,2016-10-17,2016
2,Minnesota,2016-10-17,2016
3,Quinnipiac,2016-10-17,2016
4,Minnesota Duluth,2016-10-17,2016
5,Colgate,2016-10-17,2016
6,Boston College,2016-10-17,2016
7,St. Lawrence,2016-10-17,2016
8,Clarkson,2016-10-17,2016
9,North Dakota,2016-10-17,2016
10,Bemidji State,2016-10-17,2016
11,Princeton,2016-10-17,2016
12,Boston University,2016-10-17,2016
13,Robert Morris,2016-10-17,2016
14,Ohio State,2016-10-17,2016
15,Mercyhurst,2016-10-17,2016
1,Wisconsin,2016-10-24,2016
2,Minnesota,2016-10-24,2016
3,Minnesota Duluth,2016-10-24,2016
4,Boston College,2016-10-24,2016
5,Quinnipiac,2016-10-24,2016
6,Colgate,2016-10-24,2016
7,St. Lawrence,2016-10-24,2016
8,Clarkson,2016-10-24,2016
9,Princeton,2016-10-24,2016
10,Bemidji State,2016-10-24,2016
11,North Dakota,2016-10-24,2016
12,Northeastern,2016-10-24,2016
13,Cornell,2016-10-24,2016
13,Ohio State,2016-10-24,2016
1,Wisconsin,2016-10-31,2016
2,Minnesota,2016-10-31,2016
3,Minnesota Duluth,2016-10-31,2016
4,Boston College,2016-10-31,2016
5,Quinnipiac,2016-10-31,2016
6,Colgate,2016-10-31,2016
7,St. Lawrence,2016-10-31,2016
8,Clarkson,2016-10-31,2016
9,North Dakota,2016-10-31,2016
10,Princeton,2016-10-31,2016
11,Bemidji State,2016-10-31,2016
1,Wisconsin,2016-11-07,2016
2,Minnesota,2016-11-07,2016
3,Minnesota Duluth,2016-11-07,2016
4,St. Lawrence,2016-11-07,2016
5,Colgate,2016-11-07,2016
6,Boston College,2016-11-07,2016
7,Clarkson,2016-11-07,2016
8,Quinnipiac,2016-11-07,2016
9,North Dakota,2016-11-07,2016
10,Princeton,2016-11-07,2016
11,Northeastern,2016-11-07,2016
12,Robert Morris,2016-11-07,2016
13,Bemidji State,2016-11-07,2016
14,Boston University,2016-11-07,2016
14,Cornell,2016-11-07,2016
1,Wisconsin,2016-11-14,2016
2,Minnesota,2016-11-14,2016
3,Minnesota Duluth,2016-11-14,2016
4,St. Lawrence,2016-11-14,2016
5,Colgate,2016-11-14,2016
6,Boston College,2016-11-14,2016
7,Clarkson,2016-11-14,2016
8,Quinnipiac,2016-11-14,2016
9,North Dakota,2016-11-14,2016
10,Northeastern,2016-11-14,2016
11,Robert Morris,2016-11-14,2016
12,Princeton,2016-11-14,2016
13,Bemidji State,2016-11-14,2016
1,Wisconsin,2016-11-21,2016
2,Minnesota,2016-11-21,2016
3,St. Lawrence,2016-11-21,2016
4,Minnesota Duluth,2016-11-21,2016
5,Clarkson,2016-11-21,2016
6,Boston College,2016-11-21,2016
7,North Dakota,2016-11-21,2016
8,Quinnipiac,2016-11-21,2016
9,Colgate,2016-11-21,2016
10,Northeastern,2016-11-21,2016
11,Princeton,2016-11-21,2016
12,Robert Morris,2016-11-21,2016
1,Wisconsin,2016-11-28,2016
2,Minnesota,2016-11-28,2016
3,St. Lawrence,2016-11-28,2016
4,Minnesota Duluth,2016-11-28,2016
5,Clarkson,2016-11-28,2016
6,Boston College,2016-11-28,2016
7,Colgate,2016-11-28,2016
8,Quinnipiac,2016-11-28,2016
9,North Dakota,2016-11-28,2016
10,Northeastern,2016-11-28,2016
11,Robert Morris,2016-11-28,2016
12,Boston University,2016-11-28,2016
1,Wisconsin,2016-12-05,2016
2,Minnesota,2016-12-05,2016
3,Minnesota Duluth,2016-12-05,2016
4,Clarkson,2016-12-05,2016
4,St. Lawrence,2016-12-05,2016
6,Boston College,2016-12-05,2016
7,Colgate,2016-12-05,2016
8,Quinnipiac,2016-12-05,2016
9,Robert Morris,2016-12-05,2016
10,North Dakota,2016-12-05,2016
11,Cornell,2016-12-05,2016
12,Northeastern,2016-12-05,2016
13,Boston University,2016-12-05,2016
13,Princeton,2016-12-05,2016
13,Vermont,2016-12-05,2016
1,Wisconsin,2016-12-12,2016
2,Minnesota,2016-12-12,2016
3,Clarkson,2016-12-12,2016
4,St. Lawrence,2016-12-12,2016
5,Minnesota Duluth,2016-12-12,2016
6,Boston College,2016-12-12,2016
7,Colgate,2016-12-12,2016
8,Quinnipiac,2016-12-12,2016
9,Robert Morris,2016-12-12,2016
10,North Dakota,2016-12-12,2016
11,Boston University,2016-12-12,2016
12,Princeton,2016-12-12,2016
13,Cornell,2016-12-12,2016
13,Vermont,2016-12-12,2016
1,Wisconsin,2017-01-09,2017
2,Minnesota,2017-01-09,2017
3,Clarkson,2017-01-09,2017
4,Minnesota Duluth,2017-01-09,2017
5,St. Lawrence,2017-01-09,2017
6,Boston College,2017-01-09,2017
7,Robert Morris,2017-01-09,2017
8,Colgate,2017-01-09,2017
9,Quinnipiac,2017-01-09,2017
10,Boston University,2017-01-09,2017
11,Princeton,2017-01-09,2017
12,Northeastern,2017-01-09,2017
13,Mercyhurst,2017-01-09,2017
13,North Dakota,2017-01-09,2017
1,Wisconsin,2017-01-16,2017
2,Minnesota Duluth,2017-01-16,2017
3,Clarkson,2017-01-16,2017
4,Minnesota,2017-01-16,2017
5,St. Lawrence,2017-01-16,2017
6,Boston College,2017-01-16,2017
7,Robert Morris,2017-01-16,2017
8,Quinnipiac,2017-01-16,2017
9,Princeton,2017-01-16,2017
10,Cornell,2017-01-16,2017
11,Colgate,2017-01-16,2017
12,Boston University,2017-01-16,2017
13,North Dakota,2017-01-16,2017
1,Wisconsin,2017-01-23,2017
2,Minnesota Duluth,2017-01-23,2017
3,Clarkson,2017-01-23,2017
4,Minnesota,2017-01-23,2017
5,St. Lawrence,2017-01-23,2017
6,Boston College,2017-01-23,2017
7,Robert Morris,2017-01-23,2017
8,Cornell,2017-01-23,2017
9,Princeton,2017-01-23,2017
10,Quinnipiac,2017-01-23,2017
11,North Dakota,2017-01-23,2017
12,Boston University,2017-01-23,2017
1,Wisconsin,2017-01-30,2017
2,Minnesota Duluth,2017-01-30,2017
3,Clarkson,2017-01-30,2017
4,Minnesota,2017-01-30,2017
5,St. Lawrence,2017-01-30,2017
6,Boston College,2017-01-30,2017
7,Cornell,2017-01-30,2017
8,Robert Morris,2017-01-30,2017
9,Princeton,2017-01-30,2017
